长租公寓，泊寓（逢源店），*复式，无中介,亭子下大街19号住宅,1350 元/月,https://zs.zu.anjuke.com/fangyuan/1495407524
大信旁 大套间750 二房一厅1300 全新家电拎包入住,绩西社区,1100 元/月,https://zs.zu.anjuke.com/fangyuan/1538367179
长租公寓，泊寓（逢源店），*复式,亭子下大街19号住宅,1350 元/月,https://zs.zu.anjuke.com/fangyuan/1529884257
小榄北区附近  特价房  低至640元,百汇时代广场,900 元/月,https://zs.zu.anjuke.com/fangyuan/5030498659
长租公寓，泊寓（逢源店），*复式，拎包入住，无中介,亭子下大街19号住宅,1350 元/月,https://zs.zu.anjuke.com/fangyuan/1493947812
榕苑花园   居中率高   小区安全有保障,榕苑花园,1400 元/月,https://zs.zu.anjuke.com/fangyuan/5028848208
中山北大信海岸家园精装朝南两房2000一个月,大信海岸家园东区,2000 元/月,https://zs.zu.anjuke.com/fangyuan/5015943350
1300租两房  光线足  价格实惠,盈彩美地,1300 元/月,https://zs.zu.anjuke.com/fangyuan/5025856183
精装修南北对流大三房租1800每月,旭日领御,1800 元/月,https://zs.zu.anjuke.com/fangyuan/5030835728
逸湖一线江景二房  家私家电齐全   拎包入住,逸湖半岛,1600 元/月,https://zs.zu.anjuke.com/fangyuan/5030676631
锦绣国际花城  大三房二厅  豪华装修  仅租2200月,锦绣国际花城(一期二期),2200 元/月,https://zs.zu.anjuke.com/fangyuan/5024950099
精装修两房出租1200元每月,旭日领御,1200 元/月,https://zs.zu.anjuke.com/fangyuan/5030480689
皇爵广场旁边 锦绣广场 豪华精装修小三房 家电齐全 拎包入住,锦绣阳光广场,2000 元/月,https://zs.zu.anjuke.com/fangyuan/5009380533
唯美单身公寓  精装修  网红主播直播间 白领公寓,唯美嘉园(商住楼),1300 元/月,https://zs.zu.anjuke.com/fangyuan/5013600259
西区湿地公园旁臻汇公馆精装电梯租1300，全新家私家电,臻汇公馆,1300 元/月,https://zs.zu.anjuke.com/fangyuan/5028487667
锦绣阳光花园  豪装三房二厅  家私家电齐全  租1900,锦绣阳光花园,1900 元/月,https://zs.zu.anjuke.com/fangyuan/5008163602
友好公馆 豪装三房 家私家电齐全  直接拎包入住,友好公馆,1700 元/月,https://zs.zu.anjuke.com/fangyuan/1541723205
星宝商圈，高端精装修公寓！,星宝明珠(五期),1600 元/月,https://zs.zu.anjuke.com/fangyuan/1530598914
逸湖精装三房 急租1600   家电齐  拎包入住,逸湖半岛,1800 元/月,https://zs.zu.anjuke.com/fangyuan/5028852616
租房推荐！星宝舒适公寓，诚心出租~,星宝明珠二期,1500 元/月,https://zs.zu.anjuke.com/fangyuan/5022924062
拱北大巴小区，国际花城，标准一房一厅，家私家电齐全，拎包入住,锦绣国际花城(一期二期),1500 元/月,https://zs.zu.anjuke.com/fangyuan/5030774624
月租1100入住西区豪华单身公寓,奥园爱琴湾二期五区,1100 元/月,https://zs.zu.anjuke.com/fangyuan/1522510165
雅居乐花园两房两厅拎包即住,雅居乐花园(4-6期),1200 元/月,https://zs.zu.anjuke.com/fangyuan/5029900158
锦绣阳光广场 一房一厅 租1400 拎包入住,锦绣阳光广场,1400 元/月,https://zs.zu.anjuke.com/fangyuan/5018256041
可办公，利和公馆精装公寓一房出租,利和国际公馆,2600 元/月,https://zs.zu.anjuke.com/fangyuan/1539345296
精装南向大三房家私家电齐全拎包入住仅需1600月,海伦堡爱ME公园,1600 元/月,https://zs.zu.anjuke.com/fangyuan/5032179509
剑桥郡温馨舒适大三房居家作业必备！！,雅居乐剑桥郡城家,2400 元/月,https://zs.zu.anjuke.com/fangyuan/5001795709
紫园 正规有匙即睇！十万火急南北90.00平,紫园,1700 元/月,https://zs.zu.anjuke.com/fangyuan/1543141164
融创月湾精装三房两厅出租1600每月,融创月湾首府,1600 元/月,https://zs.zu.anjuke.com/fangyuan/5026251043
东区远洋和景花园两房出租,和景花园,1600 元/月,https://zs.zu.anjuke.com/fangyuan/5027432429
远洋启宸精装三房，2500月包车位，中高层,远洋启宸,2500 元/月,https://zs.zu.anjuke.com/fangyuan/5032103717
星宝商圈，阳光半岛，正宗一房一厅包物业出租,阳光半岛(商住楼),1700 元/月,https://zs.zu.anjuke.com/fangyuan/5018244906
光后小学附近东城花园楼梯低楼层三房两厅,东城花园,1700 元/月,https://zs.zu.anjuke.com/fangyuan/5007197197
龙湖冠寓中山火炬店 押一付一 阳光大单间 企业员工租优惠,佰汇广场,989 元/月,https://zs.zu.anjuke.com/fangyuan/1492073172
汇丰城附近 双电梯公寓 北欧风格 特价房低至680,工业大道北19号小区,680 元/月,https://zs.zu.anjuke.com/fangyuan/5028355685
家电齐全 拎包入住 业主好说话 价格可议 急租！,万通豪庭,1600 元/月,https://zs.zu.anjuke.com/fangyuan/5018219325
锦绣国际花城 高层两房 家私家电齐全 拎包入住 随时看房,锦绣国际花城(一期二期),1600 元/月,https://zs.zu.anjuke.com/fangyuan/5031448278
近珠海 中澳春城，全新出租，配全新家私电器，钥匙在手随时看房,中澳春城,3000 元/月,https://zs.zu.anjuke.com/fangyuan/5030034585
万科精装4房两卫出租，价格实惠，先到先得。,万科金色家园万科里,1900 元/月,https://zs.zu.anjuke.com/fangyuan/5025985189
奥园公寓单独一房独立一厅 租1200 家私电器齐全,奥园爱琴湾二期五区,1200 元/月,https://zs.zu.anjuke.com/fangyuan/5018280779
笋 笋 笋！！！远洋城天耀2房2000月,远洋城天曜,2000 元/月,https://zs.zu.anjuke.com/fangyuan/5023056693
近珠海品质舒适大三房,优越香格里,2600 元/月,https://zs.zu.anjuke.com/fangyuan/5016524001
西区富业豪庭全新精装电梯公寓 拎包入住,富业豪庭,1600 元/月,https://zs.zu.anjuke.com/fangyuan/5031326454
佛奥精装二房  超大飘窗看花园景    *放租  1700,佛奥阳光花园,1700 元/月,https://zs.zu.anjuke.com/fangyuan/1540348430
品质小区优越舒适大三房，干净整洁,优越香格里,2100 元/月,https://zs.zu.anjuke.com/fangyuan/5001918180
龙湖冠寓 电梯单间公寓租房送200元购物卡一年均摊只要999,幸福天禧,1009 元/月,https://zs.zu.anjuke.com/fangyuan/5018133703
佛奥观园景精装三房二卫     拎包直接入住,佛奥阳光花园,2000 元/月,https://zs.zu.anjuke.com/fangyuan/5031988383
万科精装3房，保养漂亮，价格美丽， 拎包即可入住。,万科金色家园(一期),1600 元/月,https://zs.zu.anjuke.com/fangyuan/5030325603
精装修两房，家私家电齐全菜市场对面交通便利,盈彩美地,1300 元/月,https://zs.zu.anjuke.com/fangyuan/5026264147
整租君华新城 大三房118平 家具家电齐全 不靠路,君华新城,1800 元/月,https://zs.zu.anjuke.com/fangyuan/5024030410
中澳滨河湾，电梯高层，全新装修，家私电器齐全，拎包入住,中澳滨河湾,3500 元/月,https://zs.zu.anjuke.com/fangyuan/1534227019
远洋四房出租，精装修家私电齐全，拎包入住，价格便宜,远洋启宸,2500 元/月,https://zs.zu.anjuke.com/fangyuan/5030361806
丽港城3房出租 中间楼层 家私齐全 拎包入住,丽港城,1500 元/月,https://zs.zu.anjuke.com/fangyuan/5023236828
树木园大信商圈 金水湾 漂亮2房诚意出租 看房方便,金水湾,1800 元/月,https://zs.zu.anjuke.com/fangyuan/1456467293
海逸市场旁 精装两房  家私家电齐全 看房方便 仅租1800,海逸华庭,1700 元/月,https://zs.zu.anjuke.com/fangyuan/1514638561
近珠海，州际新天精装3房，家私家电齐全看房方便有钥匙,州际新天,2400 元/月,https://zs.zu.anjuke.com/fangyuan/1535366852
中山泊寓新时代广场店 精装公寓 拎包入住,新时代广场,1598 元/月,https://zs.zu.anjuke.com/fangyuan/1521693101
东区幼儿园附近   东区社区居委会隔壁,小榄镇东区社区住宅,750 元/月,https://zs.zu.anjuke.com/fangyuan/5028867669
近利和 兴中 品牌公寓泊寓 半年起租,新时代广场,998 元/月,https://zs.zu.anjuke.com/fangyuan/1529981060
近珠海品质舒适大三房,优越香格里,2600 元/月,https://zs.zu.anjuke.com/fangyuan/5016524001
奥园公寓单独一房独立一厅 租1200 家私电器齐全,奥园爱琴湾二期五区,1200 元/月,https://zs.zu.anjuke.com/fangyuan/5018280779
锦绣阳光花园  豪装三房二厅  家私家电齐全  租1900,锦绣阳光花园,1900 元/月,https://zs.zu.anjuke.com/fangyuan/5008163602
万科精装3房，保养漂亮，价格美丽， 拎包即可入住。,万科金色家园(一期),1600 元/月,https://zs.zu.anjuke.com/fangyuan/5030325603
东区远洋和景花园两房出租,和景花园,1600 元/月,https://zs.zu.anjuke.com/fangyuan/5027432429
树木园大信商圈 金水湾 漂亮2房诚意出租 看房方便,金水湾,1800 元/月,https://zs.zu.anjuke.com/fangyuan/1456467293
近珠海，州际新天精装3房，家私家电齐全看房方便有钥匙,州际新天,2400 元/月,https://zs.zu.anjuke.com/fangyuan/1535366852
海逸市场旁 精装两房  家私家电齐全 看房方便 仅租1800,海逸华庭,1700 元/月,https://zs.zu.anjuke.com/fangyuan/1514638561
东区幼儿园附近   东区社区居委会隔壁,小榄镇东区社区住宅,750 元/月,https://zs.zu.anjuke.com/fangyuan/5028867669
品牌公寓泊寓 半年起租 近星汇湾 利和,新时代广场,1298 元/月,https://zs.zu.anjuke.com/fangyuan/1502787010
包物业，包物业，业主紧急出租，家电齐全，拎包入住,金水湾,1500 元/月,https://zs.zu.anjuke.com/fangyuan/5022406453
中山泊寓新时代广场店 精装公寓 拎包入住,新时代广场,1598 元/月,https://zs.zu.anjuke.com/fangyuan/1521693101
星宝商圈阳光半岛精装两房诚意出租,阳光半岛(商住楼),2000 元/月,https://zs.zu.anjuke.com/fangyuan/5033151633
俪宝龙马精致装修三房两卫拎包即住,俪宝龙马,2300 元/月,https://zs.zu.anjuke.com/fangyuan/5033489455
164方大四房全新装修仅3000带车位,雅居乐诺丁山,3000 元/月,https://zs.zu.anjuke.com/fangyuan/5032288463
业主降价！保利便宜三房 2200包物业 拎包可入住送入户花园,保利国际广场,2200 元/月,https://zs.zu.anjuke.com/fangyuan/5033135802
竹源自建房 百汇附近全新单间靓房出租 仅需780元,小榄北区社区住宅,780 元/月,https://zs.zu.anjuke.com/fangyuan/5033540340
大友菜市场旁边，阳光花园，家私家电齐全，拎包入住急租1600,锦绣阳光花园,1600 元/月,https://zs.zu.anjuke.com/fangyuan/5033456588
整租丽园盛景大大面积400平 2室2厅 南北,丽园盛景,2100 元/月,https://zs.zu.anjuke.com/fangyuan/5032936436
免*，自家房源出租，一梯两户，电梯房，家私电器齐全,蓝波湾,2200 元/月,https://zs.zu.anjuke.com/fangyuan/5033082777
1900元科组璟峰全新一房 家电家私齐全,雅居乐新城璟峰,1900 元/月,https://zs.zu.anjuke.com/fangyuan/5032377298
大益3出租，新净整洁  家电家私齐全   拎包入住！,大益尚悦,2500 元/月,https://zs.zu.anjuke.com/fangyuan/5033453326
佰利山精装两房，拎包入住，1800,雅居乐佰利山,1800 元/月,https://zs.zu.anjuke.com/fangyuan/5033461478
近星汇湾 利和 品牌公寓泊寓 半年起租。,新时代广场,1249 元/月,https://zs.zu.anjuke.com/fangyuan/5026373700
近利和 兴中 品牌公寓泊寓 半年起租,新时代广场,998 元/月,https://zs.zu.anjuke.com/fangyuan/1529981060
恒晟御水湾 精装2房  复式2层,御水湾(商住楼),2300 元/月,https://zs.zu.anjuke.com/fangyuan/5009301023
全新装修豪华3房出租 家私家电齐全 智能门锁随时看房！,中澳世纪城,3000 元/月,https://zs.zu.anjuke.com/fangyuan/5020593440
2300 直接拎包入住！融创精装大三房 家私家电齐全,融创香山府,2300 元/月,https://zs.zu.anjuke.com/fangyuan/5031306208
广济医院旁 三房两卫，送车库配套齐全拎包入住,同乐路华光小区,1500 元/月,https://zs.zu.anjuke.com/fangyuan/1515272277
壹加壹锦江尚苑，新房出租，家私电配齐，2000就可住新房,锦江尚苑,2000 元/月,https://zs.zu.anjuke.com/fangyuan/5032195112
百汇公寓 温馨公寓 拎包入住 环境舒适干净 配置很好,百汇时代广场,1900 元/月,https://zs.zu.anjuke.com/fangyuan/5029997117
两房出租，精装修，家私家电齐全，1500元。,东城畔山,1500 元/月,https://zs.zu.anjuke.com/fangyuan/5021388572
龙湖冠寓中山火炬店 押一付一 阳光大单间 企业员工租优惠,佰汇广场,1000 元/月,https://zs.zu.anjuke.com/fangyuan/5022625583
电梯洋房景湖居大两房出租，家私电器齐全，拎包入住,雅居乐花园景湖居,1300 元/月,https://zs.zu.anjuke.com/fangyuan/5022534583
中山北站旁 长虹御江风景 1800拎包入住 交通便利,长虹御江风景,1800 元/月,https://zs.zu.anjuke.com/fangyuan/5030608303
